timestamp,price,portfolio_value,btc_position,drawdown
2025-02-28 04:24:00,80592.17,10000.0,0.0,0.0
2025-02-28 04:25:00,80579.85,9999.538852620546,0.004963261319306826,0.004611473794539051
2025-02-28 04:26:00,80628.79,9999.781754629514,0.004963261319306826,0.002182453704863292
2025-02-28 04:27:00,80519.09,9999.237284862786,0.004963261319306826,0.007627151372143998
2025-02-28 04:28:00,80362.96,9998.462370873001,0.004963261319306826,0.015376291269985812
2025-02-28 04:29:00,80337.34,9998.335212118001,0.004963261319306826,0.016647878819985636
2025-02-28 04:30:00,80312.93,9998.214058909198,0.004963261319306826,0.017859410908022254
2025-02-28 04:31:00,80040.01,9996.859485629931,0.004963261319306826,0.03140514370068559
2025-02-28 04:32:00,80216.65,9997.736196109374,0.004963261319306826,0.022638038906261503
2025-02-28 04:33:00,80053.4,9995.711898235868,0.009949757264973966,0.042881017641320796
2025-02-28 04:34:00,79924.7,9994.431364475866,0.009949757264973966,0.055686355241341516
2025-02-28 04:35:00,79645.17,9991.650108827587,0.009949757264973966,0.08349891172412753
2025-02-28 04:36:00,79680.0,9991.996658873126,0.009949757264973966,0.08003341126874147
2025-02-28 04:37:00,79730.36,9992.49772864899,0.009949757264973966,0.07502271351009768
2025-02-28 04:38:00,79861.98,9993.807315700207,0.009949757264973966,0.061926842997927445
2025-02-28 04:39:00,80030.0,9995.479073915867,0.009949757264973966,0.04520926084132952
2025-02-28 04:40:00,80124.82,9996.422509899732,0.009949757264973966,0.03577490100267823
2025-02-28 04:41:00,80172.67,9996.898605784862,0.009949757264973966,0.031013942151384984
2025-02-28 04:42:00,80473.99,9999.896666643943,0.009949757264973966,0.0010333335605719185
2025-02-28 04:43:00,80539.53,10000.548773735089,0.009949757264973966,0.0
2025-02-28 04:44:00,80716.43,10002.308885795263,0.009949757264973966,0.0
2025-02-28 04:45:00,80962.01,10004.752347184396,0.009949757264973966,0.0
2025-02-28 04:46:00,80791.99,10003.060689454205,0.009949757264973966,0.016908541775818492
2025-02-28 04:47:00,80737.99,10001.856049325517,0.01490074312384438,0.028949220913938166
2025-02-28 04:48:00,80618.14,10000.070195262124,0.01490074312384438,0.04679927858074219
2025-02-28 04:49:00,80488.0,9997.08530179756,0.019862405598319727,0.07663403471444484
2025-02-28 04:50:00,80505.72,9997.437263624763,0.019862405598319727,0.07311608829270103
2025-02-28 04:51:00,80460.3,9996.535113162487,0.019862405598319727,0.08213330761977343
2025-02-28 04:52:00,80607.75,9999.463824867958,0.019862405598319727,0.05286010220858614
2025-02-28 04:53:00,80713.99,10001.574006838724,0.019862405598319727,0.03176830605473718
2025-02-28 04:54:00,80680.64,10000.91159561202,0.019862405598319727,0.03838927180897742
2025-02-28 04:55:00,80573.22,9998.777976002648,0.019862405598319727,0.05971533301800877
2025-02-28 04:56:00,80639.18,10000.088100275912,0.019862405598319727,0.04662031349327965
2025-02-28 04:57:00,80564.01,9998.595043247087,0.019862405598319727,0.06154379162660288
