timestamp,funding_rate,trade_size,entry_spot,close_spot,entry_futures,close_futures,total_profit,funding_profit,spot_pnl,futures_pnl
2024-03-02 08:00:00,0.00053322,0.05,61263.99,61771.2,61335.3,61834.5,51.955760433299815,1.6352604333000003,25.36049999999996,24.959999999999855
2024-03-02 16:00:00,0.00064824,0.05,62387.9,61987.28,62430.6,62039.9,-37.54249939279999,2.0235006072,-20.031000000000134,-19.534999999999854
2024-03-03 00:00:00,0.0004601,0.04601,62011.85,61598.0,62071.9,61641.0,-37.5529349724481,1.3140125275519003,-19.041238499999935,-19.825709000000067
2024-03-03 08:00:00,0.0003342599999999,0.03342,61771.2,62164.63,61834.5,62210.7,26.411785894997102,0.6907512949971933,13.148430600000008,12.572603999999902
2024-03-03 16:00:00,0.00057174,0.05,61987.28,63113.97,62039.9,63178.5,115.03803462130006,1.7735346213000003,56.33450000000012,56.92999999999993
2024-03-04 00:00:00,0.00056395,0.05,61598.0,64066.62,61641.0,64120.6,249.14912209750008,1.7381220975000002,123.43100000000014,123.97999999999993
2024-03-04 08:00:00,0.00046266,0.04626,62164.63,66451.65,62210.7,66505.4,398.32184113789185,1.3314739378921199,198.31754519999987,198.67282199999988
2024-03-04 16:00:00,0.00042989,0.04298,63113.97,68245.71,63178.5,68296.4,441.6968556345877,1.1673284345877,220.56218520000021,219.96734199999975
2024-03-05 00:00:00,0.00044598,0.04459,64066.62,66129.64,64120.6,66223.8,187.04686796633297,1.27511816633292,91.99006179999985,93.78168800000019
2024-03-05 08:00:00,0.00055071,0.05,66451.65,66773.05,66505.4,66841.3,34.696259441700875,1.8312594417,16.070000000000437,16.79500000000044
2024-03-05 16:00:00,0.00046833,0.04683,68245.71,63724.01,68296.4,63747.4,-423.28301160144787,1.4978693985519598,-211.75121100000018,-213.02966999999964
2024-03-06 00:00:00,0.0006362,0.05,66129.64,66676.46,66223.8,66759.4,56.22757907799991,2.106579078,27.34100000000035,26.779999999999564
2024-03-06 08:00:00,0.0004896,0.04896,66773.05,66481.12,66841.3,66541.3,-27.378652296499567,1.6022405035007998,-14.29289280000037,-14.687999999999999
2024-03-06 16:00:00,0.00082969,0.05,63724.01,66074.04,63747.4,66128.1,239.1810290152998,2.6445290153000003,117.50149999999958,119.03500000000022
2024-03-07 00:00:00,0.00088148,0.05,66676.46,66387.78,66759.4,66447.8,-27.071646204399944,2.9423537956,-14.43400000000038,-15.579999999999565
2024-03-07 08:00:00,0.0003628,0.03628,66481.12,67260.01,66541.3,67317.1,57.27999534245928,0.8758421424592,28.258129199999978,28.146024000000104
2024-03-07 16:00:00,0.00033876,0.03387,66074.04,66823.17,66128.1,66870.0,51.25992677313368,0.7587406731337201,25.373033100000157,25.128152999999802
2024-03-08 00:00:00,0.00049354,0.04935,66387.78,67223.02,66447.8,67308.5,85.31305483991231,1.6184158399122,41.219094000000254,42.475544999999855
2024-03-08 08:00:00,0.0003031,0.0303,67260.01,67617.6,67317.1,67685.8,22.624822534203247,0.6182355342030001,10.834977000000336,11.171609999999912
2024-03-08 16:00:00,0.00040984,0.04098,66823.17,68124.19,66870.0,68180.2,108.13089351278404,1.1230979127840002,53.31579960000017,53.69199599999988
2024-03-09 00:00:00,0.00054217,0.05,67223.02,68288.64,67308.5,68336.3,106.49563247224992,1.8246324722500002,53.28099999999977,51.39000000000015
2024-03-09 08:00:00,0.00034819,0.03481,67617.6,68288.2,67685.8,68341.6,46.992369326016416,0.8203853260166201,23.343585999999696,22.828398000000103
2024-03-09 16:00:00,0.00043497,0.04349,68124.19,68313.27,68180.2,68360.1,17.336694495923517,1.2897542959230601,8.223089200000077,7.82385100000038
2024-03-10 00:00:00,0.00062913,0.05,68288.64,69347.16,68336.3,69430.0,109.76062082095007,2.14962082095,52.92600000000021,54.68499999999986
2024-03-10 08:00:00,0.00019134,0.01913,68288.2,69194.83,68341.6,69254.7,35.06158799576264,0.25015309576272005,17.34383190000009,17.467602999999833
2024-03-10 16:00:00,0.00031281,0.03128,68313.27,68955.88,68360.1,69001.8,40.842099651717604,0.6688828517176801,20.100840800000018,20.07237599999991
2024-03-11 00:00:00,0.00026407,0.0264,69347.16,71019.99,69430.0,71223.8,92.00305963464012,0.48402763464,44.16271200000005,47.356320000000075
2024-03-11 08:00:00,0.0003101,0.03101,69194.83,72010.0,69254.7,72061.4,175.00015581539455,0.6659671153947,87.29842169999995,87.03576699999991
2024-03-11 16:00:00,0.0006345099999999,0.05,68955.88,72078.1,69001.8,72153.8,315.9001166058997,2.189116605899655,156.11100000000008,157.60000000000002
2024-03-12 00:00:00,0.00054479,0.05,71019.99,72121.1,71223.8,72175.5,104.5806007000999,1.9401007001,55.05550000000003,47.58499999999986
2024-03-12 08:00:00,0.00035489,0.03548,72010.0,71703.41,72061.4,71779.2,-19.98290828367169,0.9073609163280799,-10.877813199999876,-10.012455999999895
2024-03-12 16:00:00,0.0007842799999999,0.05,72078.1,71452.01,72153.8,71503.2,-61.0050608868012,2.8294391131996393,-31.304500000000555,-32.53000000000029
2024-03-13 00:00:00,0.00066396,0.05,72121.1,72855.16,72175.5,72964.0,78.52408224899989,2.396082249,36.70299999999988,39.425000000000004
2024-03-13 08:00:00,0.0004447,0.04447,71703.41,72634.95,71779.2,72670.2,82.46784554937253,1.4194917493728,41.42558379999972,39.62277
2024-03-13 16:00:00,0.000453,0.0453,71452.01,73072.41,71503.2,73127.6,148.4567500168808,1.4673100168799997,73.40412000000039,73.5853200000004
2024-03-14 00:00:00,0.0004793499999999,0.04793,72855.16,73224.0,72964.0,73280.7,34.534298012661345,1.6763658126616503,17.678501199999832,15.17943099999986
2024-03-14 08:00:00,0.00033224,0.03322,72634.95,70844.01,72670.2,70904.5,-117.34951887242141,0.8020619275785599,-59.495026800000076,-58.6565539999999
2024-03-14 16:00:00,0.0006442,0.05,73072.41,71388.94,73127.6,71455.5,-165.42306000400038,2.3554399960000008,-84.17350000000006,-83.6050000000003
2024-03-15 00:00:00,0.0004540199999999,0.0454,73224.0,68448.29,73280.7,68487.4,-432.92255498500515,1.5104990149952673,-216.8172340000003,-217.61582000000016
2024-03-15 08:00:00,0.00024393,0.02439,70844.01,68157.07,70904.5,68199.2,-131.09489063103263,0.42184296896714996,-65.5344665999997,-65.98226700000006
2024-03-15 16:00:00,0.00038753,0.03875,71388.94,69499.85,71455.5,69552.2,-145.88208044079374,1.07303205920625,-73.20223749999987,-73.75287500000012
2024-03-16 00:00:00,0.00038258,0.03825,68448.29,69432.45,68487.4,69490.2,77.00344303806924,1.0022230380689998,37.644120000000136,38.35710000000011
