timestamp,funding_rate,trade_size,entry_spot,close_spot,entry_futures,close_futures,total_profit,funding_profit,spot_pnl,futures_pnl
2024-02-18 08:00:00,0.0001,0.01,50984.56,51773.99,51013.4,51808.9,15.900313400000003,0.05101340000000001,7.894300000000003,7.955
2024-02-18 16:00:00,0.0001,0.01,51642.64,52137.67,51679.4,52175.9,9.966979399999989,0.05167940000000001,4.950299999999989,4.965
2024-02-19 00:00:00,0.00016041,0.01604,51671.1,52394.04,51703.7,52423.9,23.280997999892783,0.13303239989267998,11.595957600000036,11.552008000000068
2024-02-19 08:00:00,0.0001724,0.01724,51773.99,52127.99,51808.9,52157.5,12.266809169166374,0.15398516916639998,6.1029599999999995,6.009863999999975
2024-02-19 16:00:00,0.0001530499999999,0.0153,52137.67,51774.73,52175.9,51813.8,-10.970933521126481,0.12217847887342016,-5.552981999999924,-5.540129999999977
2024-02-20 00:00:00,0.0001709499999999,0.01709,52394.04,51839.28,52423.9,51869.2,-18.80751311510175,0.15315828489836042,-9.480848400000035,-9.479823000000076
2024-02-20 08:00:00,0.00023064,0.02306,52127.99,51680.0,52157.5,51712.7,-20.31033469025202,0.277402709748,-10.330649399999952,-10.257088000000067
2024-02-20 16:00:00,0.00019594,0.01959,51774.73,52258.82,51813.8,52297.4,19.15593253709138,0.19888543709148002,9.483323099999932,9.47372399999997
2024-02-21 00:00:00,0.00013327,0.01332,51839.28,51568.64,51869.2,51599.9,-7.099924857657054,0.09207594234288,-3.6049247999999925,-3.587075999999942
2024-02-21 08:00:00,0.00010461,0.01046,51680.0,51156.0,51712.7,51183.7,-10.957794898378381,0.05658510162162,-5.48104,-5.53334
2024-02-21 16:00:00,0.00010912,0.01091,52258.82,51849.39,52297.4,51877.8,-8.982457287137908,0.06226001286208,-4.466881300000003,-4.577835999999984
2024-02-22 00:00:00,0.00020259,0.02025,51568.64,51827.63,51599.9,51860.6,10.73540838075515,0.21168588075525,5.244547499999959,5.279174999999941
2024-02-22 08:00:00,0.0001,0.01,51156.0,51602.4,51183.7,51630.0,8.978183700000045,0.051183700000000006,4.464000000000015,4.463000000000029
2024-02-22 16:00:00,0.00011242,0.01124,51849.39,51288.42,51877.8,51316.9,-12.54426597041779,0.06555282958224,-6.305302800000013,-6.304516000000016
2024-02-23 00:00:00,0.0001,0.01,51827.63,50915.96,51860.6,50952.3,-18.14783939999994,0.05186060000000001,-9.116699999999982,-9.082999999999956
2024-02-23 08:00:00,0.0001,0.01,51602.4,50911.11,51630.0,50938.1,-13.780270000000023,0.05163000000000001,-6.9129000000000085,-6.919000000000015
2024-02-23 16:00:00,0.00013479,0.01347,51288.42,50744.15,51316.9,50771.9,-14.579294843309986,0.09317205668997,-7.3313168999999565,-7.34115
2024-02-24 00:00:00,0.00012557,0.01255,50915.96,51068.7,50952.3,51099.8,3.848307907903025,0.08029590790305001,1.9168869999999745,1.8511250000000001
2024-02-24 08:00:00,0.0001,0.01,50911.11,51099.34,50938.1,51124.6,3.798238099999959,0.05093810000000001,1.8822999999999592,1.865
2024-02-24 16:00:00,0.0001,0.01,50744.15,51568.22,50771.9,51602.1,16.59347189999997,0.05077190000000001,8.240699999999997,8.301999999999971
2024-02-25 00:00:00,0.00012991,0.01299,51068.7,51719.28,51099.8,51756.8,17.071696691483844,0.08623249148382,8.451034200000022,8.53443
2024-02-25 08:00:00,0.0001,0.01,51099.34,51524.02,51124.6,51547.8,8.529924600000047,0.051124600000000006,4.246800000000003,4.232000000000044
2024-02-25 16:00:00,0.0001,0.01,51568.22,51728.85,51602.1,51764.9,3.285902100000003,0.051602100000000005,1.6062999999999739,1.6280000000000292
2024-02-26 00:00:00,0.0001,0.01,51719.28,51293.26,51756.8,51327.5,-8.501443199999997,0.05175680000000001,-4.260199999999968,-4.2930000000000295
2024-02-26 08:00:00,0.00011438,0.01143,51524.02,52842.32,51547.8,52872.3,30.274595707070553,0.06739170707052,15.068169000000033,15.139035
2024-02-26 16:00:00,0.00015012,0.01501,51728.85,54476.47,51764.9,54511.6,82.58638511128788,0.11664191128788001,41.24177620000004,41.22796699999996
2024-02-27 00:00:00,0.00015061,0.01506,51293.26,56059.08,51327.5,56100.0,143.7635195477115,0.11642034771149999,71.7732492,71.87385
2024-02-27 08:00:00,0.00026761,0.02676,52842.32,56745.66,52872.3,56775.0,209.2682618199923,0.37863141999228,104.45337840000009,104.43625199999993
2024-02-27 16:00:00,0.00021567,0.02156,54476.47,57037.34,54511.6,57074.5,110.72195170160424,0.25347050160431994,55.2123571999999,55.25612400000003
2024-02-28 00:00:00,0.00027227,0.02722,56059.08,58241.1,56100.0,58300.0,119.69435212533992,0.41576772534000006,59.394584399999914,59.884
2024-02-28 08:00:00,0.0003226199999999,0.03226,56745.66,60966.22,56775.0,61000.0,273.0446639711297,0.5908983711298168,136.15526559999992,136.2985
2024-02-28 16:00:00,0.00073521,0.05,57037.34,62432.1,57074.5,62487.9,542.5060871572502,2.09808715725,269.7380000000001,270.6700000000001
2024-02-29 00:00:00,0.00022965,0.02296,58241.1,62707.17,58300.0,62761.5,205.2844093412,0.30740214120000003,102.5409672,102.43604
2024-02-29 08:00:00,0.00026729,0.02672,60966.22,62768.02,61000.0,62809.1,96.91890931679984,0.43566131680000003,48.144095999999884,48.33915199999996
2024-02-29 16:00:00,0.00023682,0.02368,62432.1,61130.98,62487.9,61203.3,-60.879423855560816,0.35042574443904,-30.810521599999888,-30.419327999999965
2024-03-01 00:00:00,0.00053538,0.05,62707.17,61434.0,62761.5,61485.8,-125.76343740649978,1.6800625935,-63.65849999999992,-63.784999999999854
2024-03-01 08:00:00,0.00069091,0.05,62768.02,61263.99,62809.1,61335.3,-146.72172823594974,2.16977176405,-75.20149999999994,-73.68999999999978
2024-03-01 16:00:00,0.00076337,0.05,61130.98,62387.9,61203.3,62430.6,126.5470381560497,2.33603815605,62.84599999999992,61.36499999999978
2024-03-02 00:00:00,0.00057031,0.05,61434.0,62011.85,61485.8,62071.9,59.950798329899854,1.7532983299000002,28.892499999999927,29.30499999999993
