timestamp,close_spot,close_futures,funding_rate
2024-02-12 08:00:00,49917.80000000,49925.40,0.00010000
2024-02-12 16:00:00,49917.27000000,49943.60,0.00010000
2024-02-12 16:00:00,49917.27000000,49943.60,0.00010000
2024-02-13 00:00:00,49983.09000000,50019.90,0.00010000
2024-02-13 00:00:00,49983.09000000,50019.90,0.00010000
2024-02-13 08:00:00,48727.47000000,48753.10,0.00010000
2024-02-13 08:00:00,48727.47000000,48753.10,0.00010000
2024-02-13 16:00:00,49699.59000000,49696.40,0.00010000
2024-02-13 16:00:00,49699.59000000,49696.40,0.00010000
2024-02-14 00:00:00,49838.93000000,49845.00,0.00010000
2024-02-14 00:00:00,49838.93000000,49845.00,0.00010000
2024-02-14 08:00:00,51590.00000000,51616.40,0.00010000
2024-02-14 08:00:00,51590.00000000,51616.40,0.00010000
2024-02-14 16:00:00,51795.17000000,51823.20,0.00012283
2024-02-14 16:00:00,51795.17000000,51823.20,0.00012283
2024-02-15 00:00:00,51776.61000000,51802.40,0.00010000
2024-02-15 00:00:00,51776.61000000,51802.40,0.00010000
2024-02-15 08:00:00,51948.23000000,51968.70,0.00010000
2024-02-15 08:00:00,51948.23000000,51968.70,0.00010000
2024-02-15 16:00:00,51880.00000000,51898.50,0.00010000
2024-02-15 16:00:00,51880.00000000,51898.50,0.00010000
2024-02-16 00:00:00,51731.99000000,51786.40,0.00010000
2024-02-16 00:00:00,51731.99000000,51786.40,0.00010000
2024-02-16 08:00:00,51888.01000000,51909.30,0.00010000
2024-02-16 08:00:00,51888.01000000,51909.30,0.00010000
2024-02-16 16:00:00,52124.11000000,52148.60,0.00010000
2024-02-16 16:00:00,52124.11000000,52148.60,0.00010000
2024-02-17 00:00:00,51911.33000000,51933.90,0.00010000
2024-02-17 00:00:00,51911.33000000,51933.90,0.00010000
2024-02-17 08:00:00,50984.56000000,51013.40,0.00010000
2024-02-17 08:00:00,50984.56000000,51013.40,0.00010000
2024-02-17 16:00:00,51642.64000000,51679.40,0.00016041
2024-02-17 16:00:00,51642.64000000,51679.40,0.00016041
2024-02-18 00:00:00,51671.10000000,51703.70,0.00017240
2024-02-18 00:00:00,51671.10000000,51703.70,0.00017240
2024-02-18 08:00:00,51773.99000000,51808.90,0.00015305
2024-02-18 08:00:00,51773.99000000,51808.90,0.00015305
2024-02-18 16:00:00,52137.67000000,52175.90,0.00017095
2024-02-18 16:00:00,52137.67000000,52175.90,0.00017095
2024-02-19 00:00:00,52394.04000000,52423.90,0.00023064
2024-02-19 00:00:00,52394.04000000,52423.90,0.00023064
2024-02-19 08:00:00,52127.99000000,52157.50,0.00019594
2024-02-19 08:00:00,52127.99000000,52157.50,0.00019594
2024-02-19 16:00:00,51774.73000000,51813.80,0.00013327
2024-02-19 16:00:00,51774.73000000,51813.80,0.00013327
2024-02-20 00:00:00,51839.28000000,51869.20,0.00010461
2024-02-20 00:00:00,51839.28000000,51869.20,0.00010461
2024-02-20 08:00:00,51680.00000000,51712.70,0.00010912
2024-02-20 08:00:00,51680.00000000,51712.70,0.00010912
2024-02-20 16:00:00,52258.82000000,52297.40,0.00020259
2024-02-20 16:00:00,52258.82000000,52297.40,0.00020259
2024-02-21 00:00:00,51568.64000000,51599.90,0.00010000
2024-02-21 00:00:00,51568.64000000,51599.90,0.00010000
2024-02-21 08:00:00,51156.00000000,51183.70,0.00011242
2024-02-21 08:00:00,51156.00000000,51183.70,0.00011242
2024-02-21 16:00:00,51849.39000000,51877.80,0.00010000
2024-02-21 16:00:00,51849.39000000,51877.80,0.00010000
2024-02-22 16:00:00,51288.42000000,51316.90,0.00012557
2024-02-22 16:00:00,51288.42000000,51316.90,0.00012557
2024-02-23 00:00:00,50915.96000000,50952.30,0.00010000
2024-02-23 00:00:00,50915.96000000,50952.30,0.00010000
2024-02-23 08:00:00,50911.11000000,50938.10,0.00010000
2024-02-23 08:00:00,50911.11000000,50938.10,0.00010000
2024-02-23 16:00:00,50744.15000000,50771.90,0.00012991
2024-02-23 16:00:00,50744.15000000,50771.90,0.00012991
2024-02-24 00:00:00,51068.70000000,51099.80,0.00010000
2024-02-24 00:00:00,51068.70000000,51099.80,0.00010000
2024-02-24 16:00:00,51568.22000000,51602.10,0.00010000
2024-02-24 16:00:00,51568.22000000,51602.10,0.00010000
2024-02-25 08:00:00,51524.02000000,51547.80,0.00015012
2024-02-25 08:00:00,51524.02000000,51547.80,0.00015012
2024-02-25 16:00:00,51728.85000000,51764.90,0.00015062
2024-02-25 16:00:00,51728.85000000,51764.90,0.00015062
2024-02-26 00:00:00,51293.26000000,51327.50,0.00026761
2024-02-26 00:00:00,51293.26000000,51327.50,0.00026761
2024-02-26 08:00:00,52842.32000000,52872.30,0.00021567
2024-02-26 08:00:00,52842.32000000,52872.30,0.00021567
2024-02-26 16:00:00,54476.47000000,54511.60,0.00027227
2024-02-26 16:00:00,54476.47000000,54511.60,0.00027227
2024-02-27 00:00:00,56059.08000000,56100.00,0.00032262
2024-02-27 00:00:00,56059.08000000,56100.00,0.00032262
2024-02-27 08:00:00,56745.66000000,56775.00,0.00073521
2024-02-27 08:00:00,56745.66000000,56775.00,0.00073521
2024-02-27 16:00:00,57037.34000000,57074.50,0.00022965
2024-02-27 16:00:00,57037.34000000,57074.50,0.00022965
2024-02-28 00:00:00,58241.10000000,58300.00,0.00026729
2024-02-28 00:00:00,58241.10000000,58300.00,0.00026729
2024-02-28 08:00:00,60966.22000000,61000.00,0.00023682
2024-02-28 08:00:00,60966.22000000,61000.00,0.00023682
2024-02-28 16:00:00,62432.10000000,62487.90,0.00053538
2024-02-28 16:00:00,62432.10000000,62487.90,0.00053538
2024-02-29 00:00:00,62707.17000000,62761.50,0.00069091
2024-02-29 00:00:00,62707.17000000,62761.50,0.00069091
2024-02-29 08:00:00,62768.02000000,62809.10,0.00076337
2024-02-29 08:00:00,62768.02000000,62809.10,0.00076337
2024-02-29 16:00:00,61130.98000000,61203.30,0.00057031
2024-02-29 16:00:00,61130.98000000,61203.30,0.00057031
2024-03-01 00:00:00,61434.00000000,61485.80,0.00053322
2024-03-01 00:00:00,61434.00000000,61485.80,0.00053322
2024-03-01 08:00:00,61263.99000000,61335.30,0.00064824
2024-03-01 08:00:00,61263.99000000,61335.30,0.00064824
2024-03-01 16:00:00,62387.90000000,62430.60,0.00046010
2024-03-01 16:00:00,62387.90000000,62430.60,0.00046010
2024-03-02 00:00:00,62011.85000000,62071.90,0.00033426
2024-03-02 00:00:00,62011.85000000,62071.90,0.00033426
2024-03-02 16:00:00,61987.28000000,62039.90,0.00056396
2024-03-02 16:00:00,61987.28000000,62039.90,0.00056396
2024-03-03 00:00:00,61598.00000000,61641.00,0.00046267
2024-03-03 00:00:00,61598.00000000,61641.00,0.00046267
2024-03-03 08:00:00,62164.63000000,62210.70,0.00042989
2024-03-03 08:00:00,62164.63000000,62210.70,0.00042989
2024-03-03 16:00:00,63113.97000000,63178.50,0.00044598
2024-03-03 16:00:00,63113.97000000,63178.50,0.00044598
2024-03-04 00:00:00,64066.62000000,64120.60,0.00055071
2024-03-04 00:00:00,64066.62000000,64120.60,0.00055071
2024-03-04 08:00:00,66451.65000000,66505.40,0.00046833
2024-03-04 08:00:00,66451.65000000,66505.40,0.00046833
2024-03-04 16:00:00,68245.71000000,68296.40,0.00063620
2024-03-04 16:00:00,68245.71000000,68296.40,0.00063620
2024-03-05 00:00:00,66129.64000000,66223.80,0.00048960
2024-03-05 00:00:00,66129.64000000,66223.80,0.00048960
2024-03-05 08:00:00,66773.05000000,66841.30,0.00082969
2024-03-05 08:00:00,66773.05000000,66841.30,0.00082969
2024-03-05 16:00:00,63724.01000000,63747.40,0.00088148
2024-03-05 16:00:00,63724.01000000,63747.40,0.00088148
2024-03-06 00:00:00,66676.46000000,66759.40,0.00036280
2024-03-06 00:00:00,66676.46000000,66759.40,0.00036280
2024-03-06 16:00:00,66074.04000000,66128.10,0.00049354
2024-03-06 16:00:00,66074.04000000,66128.10,0.00049354
2024-03-07 00:00:00,66387.78000000,66447.80,0.00030311
2024-03-07 00:00:00,66387.78000000,66447.80,0.00030311
