date,balance,daily_return
2024-02-17,14718.71631062197,
2024-02-18,14718.71631062197,0.0
2024-02-19,14734.938014991028,0.0011021140720914868
2024-02-20,14723.967081469902,-0.0007445524039507712
2024-02-21,14723.967081469902,0.0
2024-02-22,14723.967081469902,0.0
2024-02-23,14723.967081469902,0.0
2024-02-24,14723.967081469902,0.0
2024-02-25,14723.967081469902,0.0
2024-02-26,14723.967081469902,0.0
2024-02-27,14792.587527571506,0.004660459081571977
2024-02-28,14973.288955225225,0.012215674054110837
2024-02-29,15190.860706827665,0.014530658711859878
2024-03-01,15069.603079341266,-0.007982274989322913
2024-03-02,15133.212638711666,0.004221050749345867
2024-03-03,15089.672718255515,-0.0028771102009611527
2024-03-04,15238.245710690906,0.009846004960442079
2024-03-05,15706.940946967194,0.03075782115440351
2024-03-06,15571.331815565745,-0.008633707343735364
2024-03-07,15543.953163269245,-0.0017582729994316537
2024-03-08,15543.953163269245,0.0
2024-03-09,15543.953163269245,0.0
2024-03-10,15543.953163269245,0.0
2024-03-11,15745.86147849054,0.01298950872410054
2024-03-12,15851.848419220167,0.006731098255526202
2024-03-13,15922.71526023542,0.00447057271436746
2024-03-14,15947.87437787166,0.0015800770926972518
2024-03-15,15514.951822886655,-0.02714609763829734
2024-03-16,15514.951822886655,0.0
2024-03-17,15514.951822886655,0.0
2024-03-18,15766.640837979845,0.016222352345426794
2024-03-19,15766.640837979845,0.0
2024-03-20,15766.640837979845,0.0
2024-03-21,16086.829921925773,0.020308008994194493
2024-03-22,16086.829921925773,0.0
2024-03-23,16086.829921925773,0.0
2024-03-24,16086.829921925773,0.0
2024-03-25,16086.829921925773,0.0
2024-03-26,16086.829921925773,0.0
2024-03-27,16086.829921925773,0.0
2024-03-28,16131.697092652052,0.0027890622915784924
2024-03-29,16186.308325687207,0.0033853371236451935
2024-03-30,16131.191765367676,-0.003405134710801394
2024-03-31,16131.191765367676,0.0
2024-04-01,16131.191765367676,0.0
2024-04-02,16131.191765367676,0.0
2024-04-03,16131.191765367676,0.0
2024-04-04,16151.925613769028,0.0012853265092209742
2024-04-05,16151.925613769028,0.0
2024-04-06,16151.925613769028,0.0
2024-04-07,16151.925613769028,0.0
2024-04-08,16151.981349069029,3.4506907309328483e-06
2024-04-09,16170.667610169028,0.0011569020974060429
2024-04-10,16121.108288569028,-0.003064766575798905
2024-04-11,16121.108288569028,0.0
2024-04-12,16121.108288569028,0.0
2024-04-13,16121.108288569028,0.0
2024-04-14,16121.108288569028,0.0
2024-04-15,16155.307528269028,0.0021213950733305342
2024-04-16,16155.307528269028,0.0
2024-04-17,16094.878968969027,-0.0037404771895713784
2024-04-18,16094.878968969027,0.0
2024-04-19,16094.878968969027,0.0
2024-04-20,16094.878968969027,0.0
2024-04-21,16094.878968969027,0.0
2024-04-22,16094.878968969027,0.0
2024-04-23,16094.878968969027,0.0
2024-04-24,16094.878968969027,0.0
2024-04-25,16094.878968969027,0.0
2024-04-26,16094.878968969027,0.0
2024-04-27,16094.878968969027,0.0
2024-04-28,16094.878968969027,0.0
2024-04-29,16106.626397369027,0.000729886097475374
2024-04-30,16106.626397369027,0.0
2024-05-01,16106.626397369027,0.0
2024-05-02,16110.124779369027,0.00021720141224434997
2024-05-03,16157.618144569027,0.0029480445279244094
2024-05-04,16157.618144569027,0.0
2024-05-05,16157.618144569027,0.0
2024-05-06,16157.618144569027,0.0
2024-05-07,16157.618144569027,0.0
2024-05-08,16157.618144569027,0.0
2024-05-09,16157.618144569027,0.0
2024-05-10,16157.618144569027,0.0
2024-05-11,16157.618144569027,0.0
2024-05-12,16157.618144569027,0.0
2024-05-13,16157.618144569027,0.0
2024-05-14,16157.618144569027,0.0
2024-05-15,16157.618144569027,0.0
2024-05-16,16187.395730069027,0.001842944005333358
2024-05-17,16187.395730069027,0.0
2024-05-18,16187.395730069027,0.0
2024-05-19,16187.395730069027,0.0
2024-05-20,16187.395730069027,0.0
2024-05-21,16187.395730069027,0.0
2024-05-22,16187.395730069027,0.0
2024-05-23,16199.862704969028,0.0007701655725165235
2024-05-24,16199.862704969028,0.0
2024-05-25,16199.862704969028,0.0
2024-05-26,16199.862704969028,0.0
2024-05-27,16199.862704969028,0.0
2024-05-28,16199.862704969028,0.0
2024-05-29,16199.862704969028,0.0
2024-05-30,16199.862704969028,0.0
2024-05-31,16199.862704969028,0.0
2024-06-01,16199.862704969028,0.0
2024-06-02,16199.862704969028,0.0
2024-06-03,16199.862704969028,0.0
2024-06-04,16199.862704969028,0.0
2024-06-05,16199.862704969028,0.0
2024-06-06,16195.833868104235,-0.00024869574132602157
2024-06-07,16193.056786042724,-0.00017146891503871942
2024-06-08,16199.730663887945,0.0004121444106202077
2024-06-09,16166.107513887946,-0.002075537593655863
2024-06-10,16166.107513887946,0.0
2024-06-11,16131.405739187945,-0.0021465757709572264
2024-06-12,16128.981821187945,-0.00015026080424673793
2024-06-13,16223.258357287945,0.005845163516531082
2024-06-14,16223.258357287945,0.0
2024-06-15,16223.258357287945,0.0
2024-06-16,16223.258357287945,0.0
2024-06-17,16223.258357287945,0.0
2024-06-18,16213.320604587945,-0.0006125620686756594
2024-06-19,16200.114946487945,-0.0008144943544916572
2024-06-20,16200.114946487945,0.0
2024-06-21,16200.114946487945,0.0
2024-06-22,16200.114946487945,0.0
2024-06-23,16200.114946487945,0.0
2024-06-24,16200.114946487945,0.0
2024-06-25,16200.114946487945,0.0
2024-06-26,16230.344320087945,0.0018659974759347442
2024-06-27,16230.344320087945,0.0
2024-06-28,16257.974766587944,0.0017023943519054452
