Time,Contract,Funding Interval,Funding Rate,Spot Closing Price,Futures Closing Price
2024-12-01 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0346%,96466.9,97055.5
2024-11-30 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0488%,96395.3,96509.9
2024-11-30 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0332%,96638.7,96438.8
2024-11-30 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0287%,96780.1,96684.8
2024-11-29 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0309%,97458.0,96830.5
2024-11-29 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0348%,97987.0,97492.1
2024-11-29 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0460%,95618.6,98018.8
2024-11-28 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0202%,95642.3,95645.3
2024-11-28 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0116%,94995.2,95670.2
2024-11-28 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0128%,95305.1,95034.3
2024-11-27 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0351%,95854.3,95313.3
2024-11-27 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0698%,95551.4,95860.6
2024-11-27 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0516%,93587.0,95554.8
2024-11-26 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0498%,91958.3,93613.0
2024-11-26 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0452%,92800.0,92021.1
2024-11-26 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0847%,93786.3,92838.8
2024-11-25 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0317%,92999.0,93807.3
2024-11-25 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0565%,95998.0,93051.4
2024-11-25 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0893%,98048.0,96098.3
2024-11-24 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0560%,97891.9,98065.9
2024-11-24 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0600%,95913.9,97957.8
2024-11-24 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0614%,98410.6,96000.2
2024-11-23 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0332%,97684.1,98454.2
2024-11-23 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0150%,98381.9,97721.9
2024-11-23 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0242%,98558.1,98432.5
2024-11-22 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0517%,98891.4,98575.7
2024-11-22 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0284%,98642.2,98882.5
2024-11-22 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0178%,99183.5,98680.9
2024-11-21 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0276%,98317.0,99234.9
2024-11-21 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0020%,96661.4,98347.1
2024-11-21 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0098%,96924.3,96692.6
2024-11-20 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0234%,94285.0,96921.1
2024-11-20 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0439%,94725.8,94279.5
2024-11-20 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0316%,92840.3,94658.8
2024-11-19 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0481%,92292.1,92852.2
2024-11-19 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0544%,92377.6,92345.1
2024-11-19 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0607%,91612.0,92398.1
2024-11-18 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0521%,90465.7,91651.9
2024-11-18 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0425%,92289.2,90508.8
2024-11-18 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0468%,91704.1,92418.1
2024-11-17 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0283%,89854.2,91758.3
2024-11-17 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0202%,90258.9,89895.9
2024-11-17 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0305%,90540.4,90290.7
2024-11-16 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0155%,90573.2,90553.8
2024-11-16 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0104%,90521.3,90591.6
2024-11-16 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0125%,91119.5,90537.7
2024-11-15 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0299%,91042.3,91126.2
2024-11-15 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0299%,88431.1,91035.7
2024-11-15 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0231%,87618.5,88451.1
2024-11-14 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0466%,87322.4,87651.6
2024-11-14 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0322%,87949.3,87345.1
2024-11-14 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0415%,90771.5,87934.2
2024-11-13 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0360%,90375.4,90814.6
2024-11-13 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0050%,92544.4,90397.3
2024-11-13 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0641%,87348.8,92591.9
2024-11-12 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.1098%,87936.9,87378.8
2024-11-12 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0836%,86614.1,87935.4
2024-11-12 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0165%,88985.7,86667.7
2024-11-11 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0179%,88637.1,89092.1
2024-11-11 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0285%,84048.2,88748.8
2024-11-11 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0244%,81118.1,84069.2
2024-11-10 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0300%,80359.5,81104.6
2024-11-10 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0319%,79685.8,80372.9
2024-11-10 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0054%,78840.3,79688.6
2024-11-09 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0007%,76684.1,78834.7
2024-11-09 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0232%,76316.8,76699.2
2024-11-09 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0012%,76532.6,76307.9
2024-11-08 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0339%,76506.9,76530.5
2024-11-08 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0061%,76412.3,76475.2
2024-11-08 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0035%,76161.8,76407.5
2024-11-07 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0322%,75865.4,76189.8
2024-11-07 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0075%,76059.8,75843.6
2024-11-07 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0047%,74769.3,76058.3
2024-11-06 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0419%,75581.7,74785.4
2024-11-06 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0169%,74301.6,75579.5
2024-11-06 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0011%,73366.4,74273.2
2024-11-05 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0096%,69374.9,73400.9
2024-11-05 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0219%,69629.2,69377.6
2024-11-05 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0174%,68892.3,69625.0
2024-11-04 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0163%,67857.2,68898.0
2024-11-04 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0187%,68642.2,67867.7
2024-11-04 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0116%,68612.0,68638.9
2024-11-03 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0200%,68771.5,68627.6
2024-11-03 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0206%,68084.8,68779.3
2024-11-03 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0139%,68398.1,68092.9
2024-11-02 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0082%,69376.8,68408.5
2024-11-02 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0153%,69392.9,69381.2
2024-11-02 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0045%,69812.6,69404.0
2024-11-01 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0022%,69495.2,69808.7
2024-11-01 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0045%,69389.0,69498.7
2024-11-01 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0414%,69274.2,69384.9
2024-10-31 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0031%,70298.2,69263.2
2024-10-31 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0106%,70633.7,70293.3
2024-10-31 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0048%,72411.9,70661.8
2024-10-30 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0176%,72345.6,72408.2
2024-10-30 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0225%,72059.3,72348.3
2024-10-30 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0088%,72231.4,72053.7
2024-10-29 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0124%,72735.5,72241.4
2024-10-29 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0015%,72400.0,72753.8
2024-10-29 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0145%,71012.6,72385.4
2024-10-28 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0014%,69961.4,71015.1
2024-10-28 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0016%,68489.5,69954.8
2024-10-28 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0034%,68421.5,68478.4
2024-10-27 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0009%,68021.8,68415.8
2024-10-27 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0034%,67787.7,68017.0
2024-10-27 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0027%,67198.9,67776.8
2024-10-26 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0017%,67094.7,67193.5
2024-10-26 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0070%,66881.8,67090.0
2024-10-26 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0007%,67008.4,66883.9
2024-10-25 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0100%,66696.8,67000.5
2024-10-25 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0012%,67688.6,66688.5
2024-10-25 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0071%,67522.9,67680.5
2024-10-24 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0112%,68200.0,67534.6
2024-10-24 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0137%,67696.9,68195.7
2024-10-24 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0133%,67122.6,67680.5
2024-10-23 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0103%,66665.0,67125.6
2024-10-23 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0024%,66220.9,66666.0
2024-10-23 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0029%,66852.5,66221.1
2024-10-22 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0102%,67419.8,66853.3
2024-10-22 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0205%,67280.7,67420.5
2024-10-22 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0234%,67394.7,67295.3
2024-10-21 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0143%,67375.5,67394.3
2024-10-21 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0188%,67327.8,67358.7
2024-10-21 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0030%,68519.5,67355.5
2024-10-20 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0075%,69034.5,68516.7
2024-10-20 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0131%,68627.5,69047.9
2024-10-20 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0068%,68370.1,68628.8
2024-10-19 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0087%,68378.0,68372.8
2024-10-19 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0068%,68224.6,68371.6
2024-10-19 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0126%,68345.9,68225.0
2024-10-18 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0047%,68426.7,68346.1
2024-10-18 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0076%,68724.5,68426.6
2024-10-18 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0019%,67971.5,68697.7
2024-10-17 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0003%,67424.5,67969.9
2024-10-17 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0095%,67579.5,67410.1
2024-10-17 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0062%,67301.4,67582.6
2024-10-16 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0052%,67618.2,67293.5
2024-10-16 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0053%,67748.9,67604.2
2024-10-16 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0116%,66973.5,67746.8
2024-10-15 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0085%,67071.6,66970.7
2024-10-15 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0028%,66024.0,67065.8
2024-10-15 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0074%,65659.5,66007.7
2024-10-14 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0120%,66087.0,65651.8
2024-10-14 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0061%,65878.5,66087.3
2024-10-14 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0082%,64624.9,65868.2
2024-10-13 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0124%,62872.3,64611.0
2024-10-13 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0032%,62227.5,62868.9
2024-10-13 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0152%,62850.2,62233.7
2024-10-12 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0094%,63204.1,62844.6
2024-10-12 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0054%,63162.5,63197.4
2024-10-12 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0033%,62764.4,63148.3
2024-10-11 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0017%,62533.9,62762.9
2024-10-11 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0103%,62261.4,62523.6
2024-10-11 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0119%,60672.7,62255.1
2024-10-10 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0027%,60319.5,60666.1
2024-10-10 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0173%,60789.0,60300.0
2024-10-10 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0096%,60894.0,60786.5
2024-10-09 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0124%,60638.5,60890.3
2024-10-09 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0103%,62310.2,60640.0
2024-10-09 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0049%,62273.8,62307.6
2024-10-08 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0066%,62163.4,62277.8
2024-10-08 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0022%,62283.0,62160.0
2024-10-08 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0003%,62313.7,62278.4
2024-10-07 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0050%,62223.2,62312.5
2024-10-07 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0033%,63653.9,62214.4
2024-10-07 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0144%,63536.4,63654.0
2024-10-06 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0113%,62819.4,63527.1
2024-10-06 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0098%,62713.7,62808.7
2024-10-06 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0074%,61948.0,62700.3
2024-10-05 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0140%,62064.1,61954.9
2024-10-05 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0010%,62166.5,62059.4
2024-10-05 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0085%,62076.1,62144.4
2024-10-04 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0118%,62086.5,62077.5
2024-10-04 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0053%,61869.4,62074.9
2024-10-04 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0053%,61434.0,61869.7
2024-10-03 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0049%,60750.0,61436.8
2024-10-03 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0117%,60639.3,60750.7
2024-10-03 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0088%,60927.0,60633.0
2024-10-02 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0046%,60651.4,60917.4
2024-10-02 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0035%,61881.4,60652.9
2024-10-02 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0122%,61725.1,61871.6
2024-10-01 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0117%,60816.0,61736.6
2024-10-01 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0094%,62638.6,60810.0
2024-10-01 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0119%,64036.3,62645.2
2024-09-30 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0169%,63330.0,64047.7
2024-09-30 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0126%,63557.7,63322.3
2024-09-30 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0001%,64563.9,63567.6
2024-09-29 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0144%,65598.0,64565.2
2024-09-29 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0012%,65749.3,65599.4
2024-09-29 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0068%,65472.6,65743.6
2024-09-28 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0028%,65841.0,65477.5
2024-09-28 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0035%,65619.3,65843.6
2024-09-28 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0014%,65820.1,65624.5
2024-09-27 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0074%,65770.8,65821.3
2024-09-27 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0045%,66004.7,65772.2
2024-09-27 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0276%,65469.0,65992.0
2024-09-26 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0054%,65165.5,65456.3
2024-09-26 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0007%,65227.6,65172.4
2024-09-26 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0132%,63850.9,65194.6
2024-09-25 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0061%,63154.4,63844.3
2024-09-25 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0171%,63498.0,63144.9
2024-09-25 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0013%,63841.2,63502.5
2024-09-24 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0132%,64269.7,63834.1
2024-09-24 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0008%,63152.8,64256.0
2024-09-24 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0036%,63559.0,63153.6
2024-09-23 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0060%,63331.4,63545.3
2024-09-23 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0124%,63609.6,63323.2
2024-09-23 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0040%,63549.9,63605.4
2024-09-22 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0007%,63575.9,63541.1
2024-09-22 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0057%,62652.7,63572.9
2024-09-22 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0053%,62939.9,62648.8
2024-09-21 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0001%,63343.5,62922.9
2024-09-21 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0142%,63171.5,63340.0
2024-09-21 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0105%,63088.4,63156.6
2024-09-20 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0048%,63205.5,63080.9
2024-09-20 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0077%,63148.5,63190.6
2024-09-20 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0%,63526.5,63144.8
2024-09-19 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0109%,62950.4,63528.5
2024-09-19 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0087%,63159.2,62950.3
2024-09-19 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0130%,62086.9,63148.5
2024-09-18 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0031%,61753.5,62079.1
2024-09-18 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0076%,59431.6,61744.1
2024-09-18 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0106%,60434.4,59437.6
2024-09-17 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0022%,60307.7,60422.7
2024-09-17 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0047%,61127.9,60311.0
2024-09-17 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0126%,58697.8,61115.0
2024-09-16 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0037%,58215.0,58702.9
2024-09-16 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0090%,57882.0,58206.1
2024-09-16 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0143%,58908.1,57886.1
2024-09-15 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0084%,59132.0,58909.4
2024-09-15 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0010%,60333.0,59132.7
2024-09-15 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0020%,60190.4,60335.7
2024-09-14 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0%,59988.0,60187.5
2024-09-14 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0141%,59875.5,59983.3
2024-09-14 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0313%,60146.4,59872.9
2024-09-13 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0077%,60493.9,60151.1
2024-09-13 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0151%,59666.6,60479.6
2024-09-13 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0021%,58109.3,59613.9
2024-09-12 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0003%,58127.9,58113.8
2024-09-12 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0017%,57511.5,58112.0
2024-09-12 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0069%,58139.9,57502.5
2024-09-11 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0155%,57335.9,58126.4
2024-09-11 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0056%,56707.5,57327.4
2024-09-11 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0014%,56710.6,56688.3
2024-09-10 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0106%,57632.5,56706.0
2024-09-10 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0044%,56597.6,57640.0
2024-09-10 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0097%,57214.4,56594.0
2024-09-09 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0159%,57042.0,57223.1
2024-09-09 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0016%,55378.5,57022.8
2024-09-09 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0004%,54976.5,55377.3
2024-09-08 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0028%,54873.1,54966.2
2024-09-08 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0%,53685.0,54865.5
2024-09-08 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0020%,54438.0,53685.2
2024-09-07 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0036%,54156.0,54436.2
2024-09-07 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0051%,54783.0,54152.9
2024-09-07 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0123%,54290.9,54772.6
2024-09-06 20:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0026%,53960.3,54288.0
2024-09-06 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0050%,54054.1,53956.4
2024-09-06 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0007%,55792.9,54062.2
2024-09-05 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0170%,56179.5,55791.7
2024-09-05 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0049%,55978.6,56179.3
2024-09-05 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0138%,57159.0,55977.1
2024-09-04 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0105%,57974.6,57164.3
2024-09-04 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0125%,58131.1,57957.5
2024-09-04 04:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0097%,56746.4,58101.1
2024-09-03 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0036%,57486.0,56754.6
2024-09-03 12:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0053%,57730.5,57472.5
2024-09-03 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0059%,59104.0,57727.2
2024-09-02 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0049%,59134.6,59106.8
2024-09-02 12:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0015%,58537.2,59132.0
2024-09-02 04:00:00,BTC Perpetual/USDT,Every 8 Hours,-0.0010%,57551.2,58526.3
2024-09-01 20:00:00,BTC Perpetual/USDT,Every 8 Hours,0.0055%,57305.7,57546.8
