timestamp,funding_rate,trade_size,entry_spot,close_spot,entry_futures,close_futures,total_profit,funding_profit,spot_pnl,futures_pnl,fees
2024-03-01 00:00:00,0.0003226199999999,0.01075,56745.66,61434.0,56775.0,61485.8,-0.5722876020005572,1.5752405429995118,49.12922365499996,-51.27675180000003,1.9060831449999998
2024-03-01 08:00:00,0.00073521,0.0245,57037.34,61263.99,57074.5,61335.3,3.038924021419973,8.224501656420001,100.65454241500004,-105.84012005000007,4.348902635
2024-03-02 16:00:00,0.00053538,0.01784,62707.17,61987.28,62761.5,62039.9,1.4882995908863847,4.795570666886401,-15.06738658799999,11.760115511999974,3.3377774760000007
2024-03-03 00:00:00,0.00069091,0.02303,62768.02,61598.0,62809.1,61641.0,3.6537650540714814,7.995174996171439,-29.809710040599924,25.468300098499967,4.2971923421
2024-03-03 08:00:00,0.00076337,0.02544,61130.98,62164.63,61203.3,62210.7,5.469943311985922,9.50860971038592,23.159415681599853,-27.19808207999985,4.7064663984
2024-03-03 16:00:00,0.00057031,0.01901,61434.0,63113.97,61485.8,63178.5,1.5382438190239185,5.33283220022384,29.56857279030002,-33.36316117149994,3.5525910812
2024-03-04 00:00:00,0.00053322,0.01777,61263.99,64066.62,61335.3,64120.6,1.6155259527587233,4.649372463958561,47.57561016030009,-50.60945667149993,3.341800611200001
2024-03-04 08:00:00,0.00064824,0.0216,62387.9,66451.65,62430.6,66505.4,2.5790950184831303,6.9932180984832,84.99406571999984,-89.4081887999999,4.17544308
2024-03-04 16:00:00,0.0004601,0.01533,62011.85,68245.71,62071.9,68296.4,0.6498776308418428,3.5025102451416004,93.56822540520012,-96.42085801949989,2.9961214143
2024-03-05 00:00:00,0.0003342599999999,0.01114,61771.2,66129.64,61834.5,66223.8,-0.6398770352741607,1.842003453325849,47.128206242400026,-49.61008673100004,2.1381000886000003
2024-03-05 08:00:00,0.00057174,0.01905,61987.28,66773.05,62039.9,66841.3,1.4275043092224564,5.4057335257224,88.7160342135001,-92.69426343000003,3.6804777165000004
2024-03-05 16:00:00,0.00056395,0.01879,61598.0,63724.01,61641.0,63747.4,2.0611375880240104,5.225490273924001,37.59292733210004,-40.75728001800003,3.5328245859000003
2024-03-06 00:00:00,0.00046266,0.01542,62164.63,66676.46,62210.7,66759.4,0.0009726889125118987,3.55059716771232,67.58568899220013,-71.13531347099995,2.9810890787999997
2024-03-06 08:00:00,0.00042989,0.01432,63113.97,66481.12,63178.5,66541.3,0.38912384581427517,3.1114273026143997,46.361786311199914,-49.08408976800004,2.7845954567999995
2024-03-06 16:00:00,0.00044598,0.01486,64066.62,66074.04,64120.6,66128.1,0.4967256881491977,3.39955253674944,27.896370992399866,-30.799197841000108,2.9016380486
2024-03-07 00:00:00,0.00055071,0.01835,66451.65,66387.78,66505.4,66447.8,1.6040740703311247,5.3765777208312,-3.609618040499915,-0.16288561000016033,3.6574491505000006
2024-03-07 08:00:00,0.00046833,0.01561,68245.71,67260.01,68296.4,67317.1,0.7207067394381959,3.99431839613856,-17.502021289200183,14.228409632499819,3.1737076567000004
2024-03-07 16:00:00,0.0006362,0.0212,66129.64,66823.17,66223.8,66870.0,3.919518380576033,7.145516232575999,11.884236427999975,-15.11023427999994,4.229393852
2024-03-08 00:00:00,0.0004896,0.01632,66773.05,67223.02,66841.3,67308.5,0.7099695122688665,4.2726413426688,5.156694537600019,-8.719366367999953,3.2814782304000008
2024-03-08 08:00:00,0.00082969,0.02765,63724.01,67617.6,63747.4,67685.8,5.0117403571872785,11.699396363687201,104.02616798350012,-110.71382399000004,5.448659506499999
2024-03-08 16:00:00,0.00088148,0.02938,66676.46,68124.19,66759.4,68180.2,8.67991430135627,13.83141672235648,38.57386430299988,-43.72536672400009,5.9427058210000006
