date,balance,daily_return
2024-07-02,10078.734738622461,0.0
2024-07-03,10078.734738622461,0.0
2024-07-04,10078.734738622461,0.0
2024-07-05,10078.734738622461,0.0
2024-07-06,10078.734738622461,0.0
2024-07-07,10078.734738622461,0.0
2024-07-08,10078.734738622461,0.0
2024-07-09,10078.734738622461,0.0
2024-07-10,10078.734738622461,0.0
2024-07-11,10078.734738622461,0.0
2024-07-12,10078.734738622461,0.0
2024-07-13,10078.734738622461,0.0
2024-07-14,10078.734738622461,0.0
2024-07-15,10078.734738622461,0.0
2024-07-16,10078.734738622461,0.0
2024-07-17,10078.734738622461,0.0
2024-07-18,10078.734738622461,0.0
2024-07-19,10078.734738622461,0.0
2024-07-20,10078.734738622461,0.0
2024-07-21,10078.734738622461,0.0
2024-07-22,10078.734738622461,0.0
2024-07-23,10078.734738622461,0.0
2024-07-24,10078.734738622461,0.0
2024-07-25,10078.734738622461,0.0
2024-07-26,10078.734738622461,0.0
2024-07-27,10078.734738622461,0.0
2024-07-28,10078.734738622461,0.0
2024-07-29,10078.734738622461,0.0
2024-07-30,10078.734738622461,0.0
2024-07-31,10078.734738622461,0.0
2024-08-01,10078.734738622461,0.0
2024-08-02,10078.734738622461,0.0
2024-08-03,10078.734738622461,0.0
2024-08-04,10078.734738622461,0.0
2024-08-05,10078.734738622461,0.0
2024-08-06,10078.734738622461,0.0
2024-08-07,10078.734738622461,0.0
2024-08-08,10078.734738622461,0.0
2024-08-09,10078.734738622461,0.0
2024-08-10,10078.734738622461,0.0
2024-08-11,10078.734738622461,0.0
2024-08-12,10078.734738622461,0.0
2024-08-13,10078.734738622461,0.0
2024-08-14,10078.734738622461,0.0
2024-08-15,10078.734738622461,0.0
2024-08-16,10078.734738622461,0.0
2024-08-17,10078.734738622461,0.0
2024-08-18,10078.734738622461,0.0
2024-08-19,10078.734738622461,0.0
2024-08-20,10078.734738622461,0.0
2024-08-21,10078.734738622461,0.0
2024-08-22,10078.734738622461,0.0
2024-08-23,10078.734738622461,0.0
2024-08-24,10078.734738622461,0.0
2024-08-25,10078.734738622461,0.0
2024-08-26,10078.734738622461,0.0
2024-08-27,10078.734738622461,0.0
2024-08-28,10078.734738622461,0.0
2024-08-29,10078.734738622461,0.0
2024-08-30,10078.734738622461,0.0
2024-08-31,10078.734738622461,0.0
2024-09-01,10078.734738622461,0.0
2024-09-02,10078.734738622461,0.0
2024-09-03,10078.734738622461,0.0
2024-09-04,10078.734738622461,0.0
2024-09-05,10078.734738622461,0.0
2024-09-06,10078.734738622461,0.0
2024-09-07,10078.734738622461,0.0
2024-09-08,10078.734738622461,0.0
2024-09-09,10078.734738622461,0.0
2024-09-10,10078.734738622461,0.0
