timestamp,funding_rate,position,entry_price,exit_price,profit
2021-01-11 00:00:00,0.00052988,long,100,100,0.0
2021-01-10 16:00:00,0.00120632,long,100,100,0.0
2021-01-10 08:00:00,0.00145604,long,100,100,0.0
2021-01-10 00:00:00,0.00146942,long,100,100,0.0
2021-01-09 16:00:00,0.00066918,long,100,100,0.0
2021-01-09 08:00:00,0.0006295399999999999,long,100,100,0.0
2021-01-09 00:00:00,0.0013189100000000002,long,100,100,0.0
2021-01-08 16:00:00,0.00092044,long,100,100,0.0
2021-01-08 08:00:00,0.00213517,long,100,100,0.0
2021-01-08 00:00:00,0.0009984,long,100,100,0.0
2021-01-07 16:00:00,0.00142744,long,100,100,0.0
2021-01-07 08:00:00,0.00100315,long,100,100,0.0
2021-01-07 00:00:00,0.00149253,long,100,100,0.0
2021-01-06 16:00:00,0.00210007,long,100,100,0.0
2021-01-06 08:00:00,0.0012719300000000001,long,100,100,0.0
2021-01-06 00:00:00,0.00062904,long,100,100,0.0
2021-01-05 08:00:00,0.00088338,long,100,100,0.0
2021-01-05 00:00:00,0.00056136,long,100,100,0.0
2021-01-04 16:00:00,0.00236482,long,100,100,0.0
2021-01-04 08:00:00,0.0016412599999999999,long,100,100,0.0
2021-01-04 00:00:00,0.00155006,long,100,100,0.0
2021-01-03 16:00:00,0.00114744,long,100,100,0.0
2021-01-03 08:00:00,0.00124058,long,100,100,0.0
2021-01-03 00:00:00,0.00115471,long,100,100,0.0
2020-12-31 16:00:00,0.00060344,long,100,100,0.0
2020-12-31 08:00:00,0.00053292,long,100,100,0.0
2020-12-31 00:00:00,0.0006288000000000001,long,100,100,0.0
2020-12-30 16:00:00,0.00076836,long,100,100,0.0
2020-12-29 00:00:00,0.00071278,long,100,100,0.0
2020-12-28 00:00:00,0.00071164,long,100,100,0.0
2020-12-20 08:00:00,0.0007822800000000001,long,100,100,0.0
2020-12-20 00:00:00,0.00070544,long,100,100,0.0
2020-12-18 16:00:00,0.00053548,long,100,100,0.0
2020-12-18 00:00:00,0.00054617,long,100,100,0.0
2020-11-26 00:00:00,0.00075292,long,100,100,0.0
2020-11-25 08:00:00,0.00084234,long,100,100,0.0
2020-11-25 00:00:00,0.00081176,long,100,100,0.0
2020-11-24 16:00:00,0.00060366,long,100,100,0.0
2020-11-24 08:00:00,0.00050801,long,100,100,0.0
2020-11-24 00:00:00,0.00108391,long,100,100,0.0
2020-11-23 16:00:00,0.00076207,long,100,100,0.0
2020-11-23 08:00:00,0.0010115,long,100,100,0.0
2020-11-23 00:00:00,0.00066537,long,100,100,0.0
2020-11-22 16:00:00,0.00086985,long,100,100,0.0
2020-11-22 08:00:00,0.00080362,long,100,100,0.0
2020-11-22 00:00:00,0.0005943799999999999,long,100,100,0.0
2020-11-20 00:00:00,0.00052207,long,100,100,0.0
2020-11-18 16:00:00,0.0005757199999999999,long,100,100,0.0
2020-08-19 16:00:00,0.00054924,long,100,100,0.0
2020-08-19 08:00:00,0.00077293,long,100,100,0.0
2020-08-19 00:00:00,0.0010015599999999999,long,100,100,0.0
2020-08-18 16:00:00,0.00078206,long,100,100,0.0
2020-08-18 08:00:00,0.00119904,long,100,100,0.0
2020-08-18 00:00:00,0.0008576,long,100,100,0.0
2020-08-12 00:00:00,0.00059816,long,100,100,0.0
2020-08-10 16:00:00,0.00131898,long,100,100,0.0
2020-08-02 08:00:00,0.00095567,long,100,100,0.0
2020-07-31 08:00:00,0.00082653,long,100,100,0.0
2020-07-31 00:00:00,0.00069174,long,100,100,0.0
2020-07-30 16:00:00,0.00072329,long,100,100,0.0
2020-07-30 08:00:00,0.00061759,long,100,100,0.0
2020-07-30 00:00:00,0.00061856,long,100,100,0.0
2020-07-29 16:00:00,0.00068207,long,100,100,0.0
2020-07-29 08:00:00,0.00083621,long,100,100,0.0
2020-07-29 00:00:00,0.00097576,long,100,100,0.0
2020-07-28 16:00:00,0.00122052,long,100,100,0.0
2020-07-28 08:00:00,0.00139484,long,100,100,0.0
2020-07-28 00:00:00,0.00051888,long,100,100,0.0
2020-07-27 16:00:00,0.00086993,long,100,100,0.0
2020-07-27 00:00:00,0.0006543699999999999,long,100,100,0.0
2020-06-02 16:00:00,0.0007831,long,100,100,0.0
2020-05-10 00:00:00,0.00058018,long,100,100,0.0
2020-05-09 16:00:00,0.0007581599999999999,long,100,100,0.0
2020-05-09 00:00:00,0.00053189,long,100,100,0.0
2020-04-30 16:00:00,0.00097517,long,100,100,0.0
2020-03-30 08:00:00,-0.0006431000000000001,short,100,110,-0.1
2020-03-17 00:00:00,-0.00090358,short,100,110,-0.1
2020-03-15 16:00:00,-0.00054208,short,100,110,-0.1
2020-03-15 00:00:00,-0.00050325,short,100,110,-0.1
2020-03-14 08:00:00,-0.00076421,short,100,110,-0.1
2020-03-14 00:00:00,-0.0006537800000000001,short,100,110,-0.1
2020-03-13 16:00:00,-0.003,short,100,110,-0.1
2020-03-08 08:00:00,0.00054685,long,100,100,0.0
2020-03-01 00:00:00,0.00062345,long,100,100,0.0
2020-02-29 16:00:00,0.00060166,long,100,100,0.0
2020-02-29 08:00:00,0.00061536,long,100,100,0.0
2020-02-26 16:00:00,0.0005063,long,100,100,0.0
2020-02-24 00:00:00,0.00065308,long,100,100,0.0
2020-02-18 00:00:00,0.00091076,long,100,100,0.0
2020-02-17 16:00:00,0.00060959,long,100,100,0.0
2020-02-17 00:00:00,0.00060847,long,100,100,0.0
2020-02-16 08:00:00,0.00051202,long,100,100,0.0
2020-02-16 00:00:00,0.00087369,long,100,100,0.0
2020-02-15 16:00:00,0.0009686,long,100,100,0.0
2020-02-15 08:00:00,0.00059113,long,100,100,0.0
2020-02-15 00:00:00,0.00055952,long,100,100,0.0
2020-02-14 16:00:00,0.00074452,long,100,100,0.0
2020-02-14 08:00:00,0.0006332,long,100,100,0.0
2020-02-14 00:00:00,0.00070414,long,100,100,0.0
2020-02-13 16:00:00,0.00084402,long,100,100,0.0
2020-02-13 08:00:00,0.00093553,long,100,100,0.0
2020-02-13 00:00:00,0.00103884,long,100,100,0.0
2020-02-12 16:00:00,0.00108055,long,100,100,0.0
2020-02-12 08:00:00,0.003,long,100,100,0.0
2020-02-12 00:00:00,0.0005011999999999999,long,100,100,0.0
2020-02-11 16:00:00,0.0006479699999999999,long,100,100,0.0
2020-02-11 00:00:00,0.00097918,long,100,100,0.0
2020-02-10 16:00:00,0.00125022,long,100,100,0.0
2020-02-10 08:00:00,0.00106733,long,100,100,0.0
2020-02-10 00:00:00,0.00113954,long,100,100,0.0
2020-02-09 16:00:00,0.0008151899999999999,long,100,100,0.0
2020-02-09 00:00:00,0.00099314,long,100,100,0.0
2020-02-08 16:00:00,0.00062858,long,100,100,0.0
2020-02-07 00:00:00,0.00055668,long,100,100,0.0
2020-02-06 16:00:00,0.0007829899999999999,long,100,100,0.0
2020-02-06 08:00:00,0.00164021,long,100,100,0.0
2020-02-06 00:00:00,0.00052631,long,100,100,0.0
2020-02-04 16:00:00,0.0005445,long,100,100,0.0
2020-02-04 08:00:00,0.00099282,long,100,100,0.0
2020-02-03 08:00:00,0.00060676,long,100,100,0.0
2020-02-03 00:00:00,0.00065524,long,100,100,0.0
2020-02-01 16:00:00,0.00065667,long,100,100,0.0
2020-02-01 08:00:00,0.00074991,long,100,100,0.0
2020-01-31 16:00:00,0.00077154,long,100,100,0.0
2020-01-31 08:00:00,0.00053551,long,100,100,0.0
2020-01-30 00:00:00,0.00053694,long,100,100,0.0
2020-01-29 16:00:00,0.00108193,long,100,100,0.0
2020-01-29 08:00:00,0.00062324,long,100,100,0.0
2020-01-29 00:00:00,0.00054394,long,100,100,0.0
2020-01-28 16:00:00,0.00068689,long,100,100,0.0
2020-01-24 08:00:00,0.0005471899999999999,long,100,100,0.0
2020-01-24 00:00:00,0.00052304,long,100,100,0.0
2020-01-20 00:00:00,0.0009246699999999999,long,100,100,0.0
2020-01-18 00:00:00,0.00056749,long,100,100,0.0
2019-10-31 00:00:00,0.00052312,long,100,100,0.0
2019-10-29 08:00:00,0.00053797,long,100,100,0.0
2019-10-29 00:00:00,0.00073711,long,100,100,0.0
2019-10-28 16:00:00,0.00078363,long,100,100,0.0
2019-10-03 00:00:00,-0.00052458,short,100,110,-0.1
