coin,trade_size,entry_time,exit_time,entry_spot,exit_spot,entry_futures,exit_futures,funding_rate,funding_profit,fees,total_pnl,pnl_pct,hours_held,direction,position_type
SOL,2131.9079,2024-11-10 16:00:00,2024-11-18 00:00:00,210.07,242.05,210.29,242.22,0.00041975,4140.000995551239,1308.8123703364001,2937.784020214862,0.0065528888915307925,176.0,positive,Short Futures / Long Spot
SOL,2128.26447,2024-11-12 08:00:00,2024-11-19 08:00:00,210.53,240.58,210.65,240.68,0.00043733,4117.32949267717,1305.91159184988,2853.9831902273063,0.00636596655352484,168.0,positive,Short Futures / Long Spot
SOL,2117.0086,2024-11-12 16:00:00,2024-11-19 16:00:00,211.64,237.63,211.77,237.69,0.00048819,4596.160994658832,1298.6408195152,3445.710777143682,0.007685847486896273,168.0,positive,Short Futures / Long Spot
SOL,2182.9815,2024-11-13 00:00:00,2024-11-20 08:00:00,205.22,238.37,205.37,238.35,0.00032823,3237.3377529743943,1312.2338392799998,2296.210768694423,0.005121824473876483,176.0,positive,Short Futures / Long Spot
SOL,1861.79059,2024-11-18 00:00:00,2024-11-22 00:00:00,242.05,259.22,242.22,259.39,0.00023762,1285.8936992229922,1287.63671353108,-1.743014308035299,-3.865094542035148e-06,96.0,positive,Short Futures / Long Spot
SOL,1914.99257,2024-11-17 08:00:00,2024-11-24 08:00:00,233.96,244.17,234.11,244.4,0.00044518,4191.234864690358,1270.4826706408,2767.552788449533,0.006173178786894992,168.0,positive,Short Futures / Long Spot
SOL,1768.37065,2024-11-22 00:00:00,2024-11-29 00:00:00,259.22,237.65,259.39,237.67,0.00043945,4233.0684472218045,1253.0250016944,3245.2990430273685,0.0070750285111221695,168.0,positive,Short Futures / Long Spot
SOL,1764.629,2024-11-23 08:00:00,2024-11-30 08:00:00,259.71,239.87,259.94,240.0,0.00028946,2788.2671316733713,1255.3923631799998,1709.3376684934074,0.0037265018096484586,168.0,positive,Short Futures / Long Spot
SOL,1798.32071,2024-11-23 16:00:00,2024-11-30 16:00:00,254.89,237.6,255.07,237.73,0.00025577,2463.7431292596834,1258.75975745444,1294.8994073052652,0.0028229910687262794,168.0,positive,Short Futures / Long Spot
SOL,1887.02316,2024-11-24 08:00:00,2024-12-01 08:00:00,244.17,238.5,244.4,238.68,0.00033189,3214.340599896186,1281.82464021744,2026.8671176787675,0.004394878216039327,168.0,positive,Short Futures / Long Spot
SOL,1823.31169,2024-11-24 16:00:00,2024-12-01 16:00:00,252.73,236.8,252.94,237.06,0.00025244,2444.870705692577,1267.39854221252,1086.3065789800883,0.0023554504846999965,168.0,positive,Short Futures / Long Spot
SOL,2079.04595,2024-12-02 16:00:00,2024-12-10 08:00:00,225.72,206.55,225.88,206.49,0.00026772,2891.681918631746,1282.0062622404002,2067.0657653913368,0.004401618792279066,184.0,positive,Short Futures / Long Spot
SOL,2067.69505,2024-12-03 00:00:00,2024-12-10 08:00:00,226.92,206.55,227.12,206.49,0.00032728,3381.3024166271607,1279.9694021915998,2638.9337274356008,0.0056193569003170985,176.0,positive,Short Futures / Long Spot
SOL,2101.6554,2024-12-03 08:00:00,2024-12-10 08:00:00,223.22,206.55,223.45,206.49,0.00031454,3101.9660778193543,1285.4396956128,2426.0064482065427,0.005165948637279009,168.0,positive,Short Futures / Long Spot
SOL,2006.04399,2024-12-03 16:00:00,2024-12-10 16:00:00,233.92,213.6,234.1,213.58,0.00030312,2989.3430258925255,1281.26832058896,2109.283503303547,0.004491517436992699,168.0,positive,Short Futures / Long Spot
SOL,1982.75237,2024-12-04 00:00:00,2024-12-11 00:00:00,236.58,218.44,236.85,218.4,0.00035501,3501.0776899399525,1284.5856054756,2831.145319164298,0.0060286531074518574,168.0,positive,Short Futures / Long Spot
SOL,2047.85845,2024-12-04 16:00:00,2024-12-12 08:00:00,229.15,231.3,229.32,231.18,0.00036215,3911.633826755955,1317.2726608118,3188.240116444139,0.006789052302459411,184.0,positive,Short Futures / Long Spot
SOL,1960.81377,2024-12-06 00:00:00,2024-12-13 00:00:00,239.3,224.81,239.5,224.72,0.00032251,3180.565515257899,1290.95272663752,2458.248781920366,0.0052346056158663595,168.0,positive,Short Futures / Long Spot
SOL,1971.51511,2024-12-06 08:00:00,2024-12-13 08:00:00,238.02,221.13,238.2,221.02,0.00032302,3185.59509954483,1287.1154686541602,2470.219012790595,0.005260095062972131,168.0,positive,Short Futures / Long Spot
SOL,1962.94474,2024-12-05 08:00:00,2024-12-15 16:00:00,239.06,224.27,239.24,224.21,0.00055995,8151.786753919959,1290.61261121312,7332.280880306855,0.01561339064537706,248.0,positive,Short Futures / Long Spot
SOL,1989.47214,2024-12-05 16:00:00,2024-12-16 00:00:00,235.84,223.13,236.05,223.08,0.0005091,7411.509291936819,1293.44337498816,6635.328673348639,0.014129297627621225,248.0,positive,Short Futures / Long Spot
